"Hierarchy Level","Page Type","Page Sub Type","Content Type","Friendly URL","Page ID","Page Title","Full URL","Level 1","Level 2","Level 3","Level 4","Level 5","Level 6","Top Level",Homepage?,"Toggle URL"
4,"Content Page","Standard Page",basic_page,/es/esimpuestos/escreditos-deducciones/escredito-cuidado-menores-dependientes,797,"Crédito por cuidado de menores y dependientes",https://www.usa.gov/es/esimpuestos/escreditos-deducciones/escredito-cuidado-menores-dependientes,"Página principal",Impuestos,"Créditos y deducciones","Crédito por cuidado de menores y dependientes","Crédito por cuidado de menores y dependientes","Crédito por cuidado de menores y dependientes","USAGov Español",not_homepage,https://www.usa.gov/child-dependent-care-credit
3,"Content Page","Standard Page",basic_page,/es/esimpuestos/esresolver-disputas-irs,793,"Resuelva sus disputas con el IRS",https://www.usa.gov/es/esimpuestos/esresolver-disputas-irs,"Página principal",Impuestos,"Resuelva sus disputas con el IRS","Resuelva sus disputas con el IRS","Resuelva sus disputas con el IRS","Resuelva sus disputas con el IRS","USAGov Español",not_homepage,https://www.usa.gov/resolve-tax-disputes
3,"Content Page","Standard Page",basic_page,/es/esimpuestos/esextension-declarar-impuestos,791,"Extensión para presentar la declaración de impuestos",https://www.usa.gov/es/esimpuestos/esextension-declarar-impuestos,"Página principal",Impuestos,"Extensión para declarar impuestos","Extensión para declarar impuestos","Extensión para declarar impuestos","Extensión para declarar impuestos","USAGov Español",not_homepage,https://www.usa.gov/federal-tax-extensions
3,"Content Page","Standard Page",basic_page,/es/esimpuestos/escopias-declaraciones-impuestos,792,"Cómo obtener transcripciones y copias de sus declaraciones de impuestos",https://www.usa.gov/es/esimpuestos/escopias-declaraciones-impuestos,"Página principal",Impuestos,"Copias y transcripciones de declaraciones de impuestos","Copias y transcripciones de declaraciones de impuestos","Copias y transcripciones de declaraciones de impuestos","Copias y transcripciones de declaraciones de impuestos","USAGov Español",not_homepage,https://www.usa.gov/tax-return-transcripts
4,"Content Page","Standard Page",basic_page,/es/esleyes-y-asuntos-legales/escrimenes/esreportar-crimen,1955,"Cómo reportar un crimen de manera anónima",https://www.usa.gov/es/esleyes-y-asuntos-legales/escrimenes/esreportar-crimen,"Página principal","Leyes y asuntos legales","Reporte de crímenes y ayuda para víctimas","Cómo reportar un crimen","Cómo reportar un crimen","Cómo reportar un crimen","USAGov Español",not_homepage,https://www.usa.gov/report-crime
4,"Content Page","Standard Page",basic_page,/es/esimpuestos/esformularios-impuestos/esformulario-w2,787,"Qué hacer si su formulario W-2 está incorrecto, fue robado o nunca lo recibió",https://www.usa.gov/es/esimpuestos/esformularios-impuestos/esformulario-w2,"Página principal",Impuestos,"Formularios para declarar impuestos","Formulario W-2 incorrecto o sin recibir","Formulario W-2 incorrecto o sin recibir","Formulario W-2 incorrecto o sin recibir","USAGov Español",not_homepage,https://www.usa.gov/w2-form
2,"Navigation Cards Page","Navigation Cards Page",basic_page,/es/esleyes-y-asuntos-legales,465,"Leyes y asuntos legales",https://www.usa.gov/es/esleyes-y-asuntos-legales,"Página principal","Leyes y asuntos legales","Leyes y asuntos legales","Leyes y asuntos legales","Leyes y asuntos legales","Leyes y asuntos legales","USAGov Español",not_homepage,https://www.usa.gov/laws-and-legal-issues
4,"Content Page","Standard Page",basic_page,/es/esquejas/esquejas-consumidor/esquejas-productos-servicios,1927,"Cómo poner quejas sobre productos o servicios",https://www.usa.gov/es/esquejas/esquejas-consumidor/esquejas-productos-servicios,"Página principal",Quejas,"Quejas del consumidor","Quejas sobre productos o servicios","Quejas sobre productos o servicios","Quejas sobre productos o servicios","USAGov Español",not_homepage,https://www.usa.gov/company-product-service-complaints
4,"Content Page","Standard Page",basic_page,/es/esdinero-credito/esinformes-puntajes-credito/esinformes-credito,1942,"Qué es un informe de crédito y cómo obtener su copia",https://www.usa.gov/es/esdinero-credito/esinformes-puntajes-credito/esinformes-credito,"Página principal","Dinero y crédito","Informes y puntajes de crédito","Qué es un informe de crédito","Qué es un informe de crédito","Qué es un informe de crédito","USAGov Español",not_homepage,https://www.usa.gov/credit-reports
3,"Content Page","Standard Page",basic_page,/es/esacerca-de-estados-unidos/esfuncionarios-electos,462,"Encuentre y contacte a los funcionarios electos",https://www.usa.gov/es/esacerca-de-estados-unidos/esfuncionarios-electos,"Página principal","Acerca de EE. UU. y su Gobierno","Funcionarios electos","Funcionarios electos","Funcionarios electos","Funcionarios electos","USAGov Español",not_homepage,https://www.usa.gov/elected-officials
3,"Content Page","Standard Page",basic_page,/es/essalud/esproblemas-salud-mental,576,"Ayuda para problemas de salud mental",https://www.usa.gov/es/essalud/esproblemas-salud-mental,"Página principal",Salud,"Ayuda para problemas de salud mental","Ayuda para problemas de salud mental","Ayuda para problemas de salud mental","Ayuda para problemas de salud mental","USAGov Español",not_homepage,https://www.usa.gov/mental-health
4,"Content Page","Standard Page",basic_page,/es/esvivienda/esprogramas-gobierno-comprar-vivienda/esprogramas-asistencia-hipotecaria-gobierno,562,"Programas de asistencia hipotecaria del Gobierno ",https://www.usa.gov/es/esvivienda/esprogramas-gobierno-comprar-vivienda/esprogramas-asistencia-hipotecaria-gobierno,"Página principal",Vivienda,"Programas para comprar vivienda","Programas de asistencia hipotecaria","Programas de asistencia hipotecaria","Programas de asistencia hipotecaria","USAGov Español",not_homepage,https://www.usa.gov/government-home-loans
4,"Content Page","Standard Page",basic_page,/es/esimpuestos/esreembolsos-impuestos/esobtener-reembolso-de-impuestos-por-deposito-directo,820,"Cómo obtener su reembolso de impuestos por depósito directo",https://www.usa.gov/es/esimpuestos/esreembolsos-impuestos/esobtener-reembolso-de-impuestos-por-deposito-directo,"Página principal",Impuestos,"Reembolsos de impuestos","Obtenga su reembolso de impuestos por depósito directo","Obtenga su reembolso de impuestos por depósito directo","Obtenga su reembolso de impuestos por depósito directo","USAGov Español",not_homepage,https://www.usa.gov/tax-refund-direct-deposit
5,"Content Page","Standard Page",basic_page,/es/esviajes/esextranjeros-viajan-estados-unidos/esturistas-visitan-estados-unidos/essolicitud-esta-programa-exencion-de-visa,728,"Programa de Exención de Visa y solicitud ESTA",https://www.usa.gov/es/esviajes/esextranjeros-viajan-estados-unidos/esturistas-visitan-estados-unidos/essolicitud-esta-programa-exencion-de-visa,"Página principal",Viajes,"Extranjeros que viajan hacia o dentro de EE. UU.","Visitar EE. UU. como turista","Solicitud ESTA: Programa de Exención de Visa","Solicitud ESTA: Programa de Exención de Visa","USAGov Español",not_homepage,https://www.usa.gov/visa-waiver-esta
3,"Content Page","Standard Page",basic_page,/es/esviajes/esreal-id-para-viajar,730,"Cómo obtener una REAL ID y utilizarla para viajar dentro de EE. UU.",https://www.usa.gov/es/esviajes/esreal-id-para-viajar,"Página principal",Viajes,"REAL ID y viajes dentro de EE. UU.","REAL ID y viajes dentro de EE. UU.","REAL ID y viajes dentro de EE. UU.","REAL ID y viajes dentro de EE. UU.","USAGov Español",not_homepage,https://www.usa.gov/real-id
4,"Content Page","Standard Page",basic_page,/es/esvivienda/esreparacion-y-eficiencia-energetica-vivienda/esprogramas-reparar-viviendas,564,"Programas de ayuda del Gobierno para reparar viviendas ",https://www.usa.gov/es/esvivienda/esreparacion-y-eficiencia-energetica-vivienda/esprogramas-reparar-viviendas,"Página principal",Vivienda,"Reparación de viviendas y eficiencia energética","Ayuda para reparar viviendas","Ayuda para reparar viviendas","Ayuda para reparar viviendas","USAGov Español",not_homepage,https://www.usa.gov/home-repair-programs
3,"Content Page","Standard Page",basic_page,/es/esvivienda/escambiar-direccion-correo-postal,558,"Cómo cambiar su dirección de correo",https://www.usa.gov/es/esvivienda/escambiar-direccion-correo-postal,"Página principal",Vivienda,"Cómo cambiar su dirección de correo","Cómo cambiar su dirección de correo","Cómo cambiar su dirección de correo","Cómo cambiar su dirección de correo","USAGov Español",not_homepage,https://www.usa.gov/change-address
4,"Content Page","Standard Page",basic_page,/es/esleyes-y-asuntos-legales/escertificado-del-registro/esreemplazo-documentos-personales,467,"Cómo reemplazar documentos de identidad perdidos o robados",https://www.usa.gov/es/esleyes-y-asuntos-legales/escertificado-del-registro/esreemplazo-documentos-personales,"Página principal","Leyes y asuntos legales","Certificados del registro civil y documentos de identidad","Reemplazar documentos de identidad perdidos o robados","Reemplazar documentos de identidad perdidos o robados","Reemplazar documentos de identidad perdidos o robados","USAGov Español",not_homepage,https://www.usa.gov/replace-vital-documents
3,"Content Page","Standard Page",basic_page,/es/esviajes/esingresar-eeuu-desde-canada-mexico-caribe,731,"Ingresar a EE. UU. desde Canadá, México, el Caribe y las Bermudas",https://www.usa.gov/es/esviajes/esingresar-eeuu-desde-canada-mexico-caribe,"Página principal",Viajes,"Ingresar a EE. UU. desde Canadá, México, el Caribe y las Bermudas","Ingresar a EE. UU. desde Canadá, México, el Caribe y las Bermudas","Ingresar a EE. UU. desde Canadá, México, el Caribe y las Bermudas","Ingresar a EE. UU. desde Canadá, México, el Caribe y las Bermudas","USAGov Español",not_homepage,https://www.usa.gov/from-canada-mexico-caribbean
4,"Content Page","Standard Page",basic_page,/es/esleyes-y-asuntos-legales/estramites-documentos-personales/esreportar-una-muerte,25,"Cómo cerrar cuentas y beneficios de alguien que murió",https://www.usa.gov/es/esleyes-y-asuntos-legales/estramites-documentos-personales/esreportar-una-muerte,"Página principal","Leyes y asuntos legales","Asuntos legales familiares","Cerrar cuentas y cancelar beneficios de alguien que murió","Cerrar cuentas y cancelar beneficios de alguien que murió","Cerrar cuentas y cancelar beneficios de alguien que murió","USAGov Español",not_homepage,https://www.usa.gov/report-a-death
4,"Content Page","Standard Page",basic_page,/es/esdinero-credito/esinformes-puntajes-credito/escorregir-informe-credito,1945,"Cómo corregir errores en su informe de crédito",https://www.usa.gov/es/esdinero-credito/esinformes-puntajes-credito/escorregir-informe-credito,"Página principal","Dinero y crédito","Informes y puntajes de crédito","Cómo corregir errores en su informe de crédito","Cómo corregir errores en su informe de crédito","Cómo corregir errores en su informe de crédito","USAGov Español",not_homepage,https://www.usa.gov/credit-report-errors
4,"Content Page","Standard Page",basic_page,/es/esimpuestos/esdeclaracion-impuestos-federales/esquien-debe-declarar-impuestos,780,"Averigüe si tiene que presentar una declaración de impuestos",https://www.usa.gov/es/esimpuestos/esdeclaracion-impuestos-federales/esquien-debe-declarar-impuestos,"Página principal",Impuestos,"Declaración de impuestos federales","Averigüe si debe declarar impuestos","Averigüe si debe declarar impuestos","Averigüe si debe declarar impuestos","USAGov Español",not_homepage,https://www.usa.gov/who-needs-to-file-taxes
4,"Content Page","Standard Page",basic_page,/es/esimpuestos/esdeclaracion-impuestos-federales/esconfirmar-declaracion-impuestos-fue-recibida,781,"Cómo averiguar si su declaración de impuestos fue recibida",https://www.usa.gov/es/esimpuestos/esdeclaracion-impuestos-federales/esconfirmar-declaracion-impuestos-fue-recibida,"Página principal",Impuestos,"Declaración de impuestos federales","Sepa si su declaración de impuestos fue recibida","Sepa si su declaración de impuestos fue recibida","Sepa si su declaración de impuestos fue recibida","USAGov Español",not_homepage,https://www.usa.gov/was-tax-return-received
5,"Content Page","Standard Page",basic_page,/es/esviajes/esextranjeros-viajan-estados-unidos/esturistas-visitan-estados-unidos/esextranjeros-documentos-viajes-perdidos-robados,729,"Visitantes extranjeros: qué hacer si pierde o le roban su visa o pasaporte",https://www.usa.gov/es/esviajes/esextranjeros-viajan-estados-unidos/esturistas-visitan-estados-unidos/esextranjeros-documentos-viajes-perdidos-robados,"Página principal",Viajes,"Extranjeros que viajan hacia o dentro de EE. UU.","Visitar EE. UU. como turista","Visitantes extranjeros: documentos perdidos o robados","Visitantes extranjeros: documentos perdidos o robados","USAGov Español",not_homepage,https://www.usa.gov/lost-visa-passport
4,"Content Page","Standard Page",basic_page,/es/esvivienda/esprogramas-ayuda-pagar-renta/esvales-eleccion-vivienda-seccion-8,554,"Programa de Vales de Elección de Vivienda (Sección 8)",https://www.usa.gov/es/esvivienda/esprogramas-ayuda-pagar-renta/esvales-eleccion-vivienda-seccion-8,"Página principal",Vivienda,"Asistencia para pagar la renta","Vales de Elección de Vivienda (Sección 8)","Vales de Elección de Vivienda (Sección 8)","Vales de Elección de Vivienda (Sección 8)","USAGov Español",not_homepage,https://www.usa.gov/housing-voucher-section-8
4,"Content Page","Standard Page",basic_page,/es/esimpuestos/esayuda-impuestos/esayuda-preparar-declaracion-impuestos,789,"Cómo encontrar ayuda gratuita para hacer la declaración de impuestos",https://www.usa.gov/es/esimpuestos/esayuda-impuestos/esayuda-preparar-declaracion-impuestos,"Página principal",Impuestos,"Ayuda para presentar impuestos","Ayuda para preparar su declaración de impuestos","Ayuda para preparar su declaración de impuestos","Ayuda para preparar su declaración de impuestos","USAGov Español",not_homepage,https://www.usa.gov/help-filing-taxes
4,"Content Page","Standard Page",basic_page,/es/esimpuestos/esayuda-impuestos/escontactar-irs,790,"Cómo contactar al IRS si tiene preguntas sobre su declaración de impuestos",https://www.usa.gov/es/esimpuestos/esayuda-impuestos/escontactar-irs,"Página principal",Impuestos,"Ayuda para presentar impuestos","Cómo contactar al IRS","Cómo contactar al IRS","Cómo contactar al IRS","USAGov Español",not_homepage,https://www.usa.gov/contact-irs
3,"Content Page","Standard Page",basic_page,/es/esimpuestos/esimpuestos-estatales,794,"Cómo declarar y pagar impuestos estatales y locales",https://www.usa.gov/es/esimpuestos/esimpuestos-estatales,"Página principal",Impuestos,"Impuestos locales y estatales","Impuestos locales y estatales","Impuestos locales y estatales","Impuestos locales y estatales","USAGov Español",not_homepage,https://www.usa.gov/state-taxes
